date;commodity_id;currency;price
2021-08-24;wheat;ARS;22350
2021-08-24;sorghum;ARS;16300
2021-08-24;corn;ARS;19100
2021-08-25;sorghum;ARS;16300
2021-08-25;corn;ARS;19050
2021-08-25;soybeans;ARS;33850
2021-08-25;sunflower;ARS;38920
2021-08-25;wheat;ARS;22400
2021-08-26;sunflower;ARS;38940
2021-08-26;corn;ARS;19050
2021-08-26;soybeans;ARS;34100
2021-08-26;sorghum;ARS;16350
2021-08-26;wheat;ARS;22400
2021-08-27;sunflower;ARS;38950
2021-08-27;corn;ARS;19050
2021-08-27;soybeans;ARS;33700
2021-08-27;sorghum;ARS;16350
2021-08-27;wheat;ARS;22700
2021-08-30;wheat;ARS;22700
2021-08-30;sorghum;ARS;16350
2021-08-30;soybeans;ARS;33200
2021-08-30;corn;ARS;18900
2021-08-30;sunflower;ARS;42910
2021-08-31;wheat;ARS;22500
2021-08-31;soybeans;ARS;33200
2021-08-31;corn;ARS;18600
2021-08-31;sunflower;ARS;41500
2021-08-31;sorghum;ARS;16350
2021-09-01;sunflower;ARS;41500
2021-09-01;sorghum;ARS;16350
2021-09-01;corn;ARS;18600
2021-09-01;wheat;ARS;22500
2021-09-01;soybeans;ARS;32700
2021-09-02;sunflower;ARS;41500
2021-09-02;wheat;ARS;22600
2021-09-02;sorghum;ARS;16350
2021-09-02;soybeans;ARS;33000
2021-09-02;corn;ARS;18750
2021-09-03;corn;ARS;18900
2021-09-03;sunflower;ARS;41500
2021-09-03;soybeans;ARS;33400
2021-09-03;wheat;ARS;22800
2021-09-03;sorghum;ARS;16500
2021-09-06;wheat;ARS;22800
2021-09-06;corn;ARS;18900
2021-09-06;sunflower;ARS;41200
2021-09-06;sorghum;ARS;16500
2021-09-06;soybeans;ARS;33500
2021-09-07;corn;ARS;18800
2021-09-07;sorghum;ARS;16500
2021-09-07;wheat;ARS;22700
2021-09-07;sunflower;ARS;40500
2021-09-07;soybeans;ARS;33300
2021-09-08;sorghum;ARS;16500
2021-09-08;soybeans;ARS;33350
2021-09-08;corn;ARS;19000
2021-09-08;sunflower;ARS;40400
2021-09-08;wheat;ARS;22700
2021-09-09;sorghum;ARS;16500
2021-09-09;soybeans;ARS;33400
2021-09-09;corn;ARS;19500
2021-09-09;sunflower;ARS;40400
2021-09-09;wheat;ARS;22700
2021-09-10;sunflower;ARS;40400
2021-09-10;corn;ARS;19600
2021-09-10;soybeans;ARS;33600
2021-09-10;sorghum;ARS;16500
2021-09-10;wheat;ARS;22700
2021-09-13;sorghum;ARS;16500
2021-09-13;soybeans;ARS;33800
2021-09-13;corn;ARS;19600
2021-09-13;sunflower;ARS;40400
2021-09-13;wheat;ARS;22700
2021-09-14;wheat;ARS;22850
2021-09-14;soybeans;ARS;34200
2021-09-14;corn;ARS;19700
2021-09-14;sorghum;ARS;16700
2021-09-14;sunflower;ARS;40400
2021-09-15;corn;ARS;20000
2021-09-15;sunflower;ARS;40400
2021-09-15;soybeans;ARS;34600
2021-09-15;wheat;ARS;22900
2021-09-15;sorghum;ARS;17000
2021-09-16;sunflower;ARS;41400
2021-09-16;corn;ARS;20000
2021-09-16;sorghum;ARS;17000
2021-09-16;soybeans;ARS;34600
2021-09-16;wheat;ARS;22900
2021-09-17;wheat;ARS;23000
2021-09-17;corn;ARS;20000
2021-09-17;sorghum;ARS;17000
2021-09-17;sunflower;ARS;43200
2021-09-17;soybeans;ARS;34600
2021-09-20;soybeans;ARS;34000
2021-09-20;corn;ARS;20150
2021-09-20;sunflower;ARS;43500
2021-09-20;sorghum;ARS;17000
2021-09-20;wheat;ARS;23000
2021-09-21;corn;ARS;20150
2021-09-21;sunflower;ARS;44500
2021-09-21;soybeans;ARS;34400
2021-09-21;wheat;ARS;23000
2021-09-21;sorghum;ARS;17000
2021-09-22;sunflower;ARS;44500
2021-09-22;corn;ARS;20200
2021-09-22;sorghum;ARS;17000
2021-09-22;soybeans;ARS;34500
2021-09-22;wheat;ARS;23000
2021-09-24;corn;ARS;20200
2021-09-24;sorghum;ARS;17000
2021-09-24;wheat;ARS;23650
2021-09-24;soybeans;ARS;34650
2021-09-24;sunflower;ARS;45750
2021-09-27;sorghum;ARS;17000
2021-09-27;soybeans;ARS;34700
2021-09-27;corn;ARS;20200
2021-09-27;sunflower;ARS;45750
2021-09-27;wheat;ARS;23650
2021-09-28;sorghum;ARS;17000
2021-09-28;soybeans;ARS;34500
2021-09-28;corn;ARS;20200
2021-09-28;sunflower;ARS;45750
2021-09-28;wheat;ARS;23650
2021-09-29;sorghum;ARS;17000
2021-09-29;soybeans;ARS;34500
2021-09-29;corn;ARS;20200
2021-09-29;sunflower;ARS;45850
2021-09-29;wheat;ARS;23650
2021-09-30;soybeans;ARS;34000
2021-09-30;sorghum;ARS;17000
2021-09-30;wheat;ARS;23650
2021-09-30;corn;ARS;20200
2021-09-30;sunflower;ARS;46500
2021-10-01;wheat;ARS;24000
2021-10-01;corn;ARS;19700
2021-10-01;sorghum;ARS;17000
2021-10-01;sunflower;ARS;46500
2021-10-01;soybeans;ARS;34000
2021-10-04;corn;ARS;19700
2021-10-04;wheat;ARS;24000
2021-10-04;sunflower;ARS;46500
2021-10-04;sorghum;ARS;17000
2021-10-04;soybeans;ARS;34000
2021-10-05;sorghum;ARS;17000
2021-10-05;corn;ARS;19700
2021-10-05;sunflower;ARS;46500
2021-10-05;wheat;ARS;24200
2021-10-05;soybeans;ARS;34250
2021-10-06;corn;ARS;19700
2021-10-06;sunflower;ARS;46700
2021-10-06;soybeans;ARS;34300
2021-10-06;sorghum;ARS;17000
2021-10-06;wheat;ARS;24200
2021-10-07;corn;ARS;20000
2021-10-07;sunflower;ARS;46700
2021-10-07;soybeans;ARS;34600
2021-10-07;wheat;ARS;24200
2021-10-07;sorghum;ARS;17000
2021-10-12;corn;ARS;19500
2021-10-12;sorghum;ARS;17000
2021-10-12;sunflower;ARS;46700
2021-10-12;wheat;ARS;24250
2021-10-12;soybeans;ARS;34000
2021-10-13;soybeans;ARS;34300
2021-10-13;sorghum;ARS;17000
2021-10-13;wheat;ARS;24200
2021-10-13;sunflower;ARS;46700
2021-10-13;corn;ARS;18800
2021-10-14;sunflower;ARS;46500
2021-10-14;corn;ARS;18900
2021-10-14;soybeans;ARS;34650
2021-10-14;sorghum;ARS;17000
2021-10-14;wheat;ARS;24000
2021-10-15;sunflower;ARS;46500
2021-10-15;wheat;ARS;23800
2021-10-15;sorghum;ARS;16800
2021-10-15;soybeans;ARS;35000
2021-10-15;corn;ARS;19300
2021-10-18;wheat;ARS;23300
2021-10-18;sunflower;ARS;46500
2021-10-18;corn;ARS;19300
2021-10-18;soybeans;ARS;35000
2021-10-18;sorghum;ARS;16900
2021-10-19;sunflower;ARS;46500
2021-10-19;soybeans;ARS;35300
2021-10-19;corn;ARS;19400
2021-10-19;sorghum;ARS;16900
2021-10-19;wheat;ARS;23100
2021-10-20;sunflower;ARS;46500
2021-10-20;corn;ARS;19800
2021-10-20;soybeans;ARS;35700
2021-10-20;sorghum;ARS;16900
2021-10-20;wheat;ARS;23100
2021-10-21;soybeans;ARS;35200
2021-10-21;sunflower;ARS;48700
2021-10-21;wheat;ARS;22800
2021-10-21;sorghum;ARS;16900
2021-10-21;corn;ARS;19500
2021-10-22;sorghum;ARS;16900
2021-10-22;soybeans;ARS;35000
2021-10-22;wheat;ARS;23100
2021-10-22;corn;ARS;19500
2021-10-22;sunflower;ARS;48500
2021-10-25;sunflower;ARS;48500
2021-10-25;soybeans;ARS;35100
2021-10-25;corn;ARS;19400
2021-10-25;sorghum;ARS;16800
2021-10-25;wheat;ARS;23100
2021-10-26;sorghum;ARS;16700
2021-10-26;wheat;ARS;23200
2021-10-26;corn;ARS;19400
2021-10-26;soybeans;ARS;35100
2021-10-26;sunflower;ARS;48400
2021-10-27;corn;ARS;19450
2021-10-27;wheat;ARS;23350
2021-10-27;sunflower;ARS;48300
2021-10-27;soybeans;ARS;35100
2021-10-27;sorghum;ARS;16700
2021-10-28;soybeans;ARS;35000
2021-10-28;sorghum;ARS;16700
2021-10-28;wheat;ARS;23700
2021-10-28;corn;ARS;19500
2021-10-28;sunflower;ARS;48100
2021-10-29;soybeans;ARS;35000
2021-10-29;sorghum;ARS;16700
2021-10-29;wheat;ARS;23800
2021-10-29;corn;ARS;19600
2021-10-29;sunflower;ARS;48000
2021-11-01;sunflower;ARS;47500
2021-11-01;corn;ARS;19650
2021-11-01;wheat;ARS;24000
2021-11-01;sorghum;ARS;16700
2021-11-01;soybeans;ARS;35100
2021-11-02;soybeans;ARS;35300
2021-11-02;sorghum;ARS;16700
2021-11-02;wheat;ARS;24000
2021-11-02;corn;ARS;19700
2021-11-02;sunflower;ARS;47500
2021-11-03;corn;ARS;19650
2021-11-03;sunflower;ARS;47500
2021-11-03;soybeans;ARS;35300
2021-11-03;sorghum;ARS;16700
2021-11-03;wheat;ARS;24000
2021-11-04;sunflower;ARS;47500
2021-11-04;corn;ARS;19500
2021-11-04;soybeans;ARS;34800
2021-11-04;sorghum;ARS;17000
2021-11-04;wheat;ARS;24200
2021-11-05;sorghum;ARS;17000
2021-11-05;soybeans;ARS;34500
2021-11-05;corn;ARS;19500
2021-11-05;sunflower;ARS;47500
2021-11-05;wheat;ARS;24200
2021-11-08;sunflower;ARS;47500
2021-11-08;corn;ARS;19500
2021-11-08;soybeans;ARS;34100
2021-11-08;sorghum;ARS;17200
2021-11-08;wheat;ARS;24300
2021-11-09;sorghum;ARS;17500
2021-11-09;soybeans;ARS;34600
2021-11-09;corn;ARS;20000
2021-11-09;sunflower;ARS;47500
2021-11-09;wheat;ARS;24500
2021-11-10;corn;ARS;20000
2021-11-10;soybeans;ARS;35000
2021-11-10;sorghum;ARS;18000
2021-11-10;wheat;ARS;24500
2021-11-10;sunflower;ARS;47500
2021-11-11;sunflower;ARS;47500
2021-11-11;soybeans;ARS;35000
2021-11-11;corn;ARS;20050
2021-11-11;wheat;ARS;24750
2021-11-11;sorghum;ARS;18000
2021-11-12;sunflower;ARS;47500
2021-11-12;corn;ARS;20050
2021-11-12;sorghum;ARS;18000
2021-11-12;soybeans;ARS;35500
2021-11-12;wheat;ARS;25000
2021-11-15;corn;ARS;20100
2021-11-15;soybeans;ARS;36000
2021-11-15;sorghum;ARS;18050
2021-11-15;wheat;ARS;24500
2021-11-15;sunflower;ARS;47500
2021-11-16;soybeans;ARS;36000
2021-11-16;corn;ARS;20100
2021-11-16;sunflower;ARS;47500
2021-11-16;sorghum;ARS;18050
2021-11-16;wheat;ARS;24500
2021-11-17;sorghum;ARS;18100
2021-11-17;soybeans;ARS;36500
2021-11-17;corn;ARS;20200
2021-11-17;sunflower;ARS;47500
2021-11-17;wheat;ARS;24200
2021-11-18;sunflower;ARS;47500
2021-11-18;corn;ARS;20500
2021-11-18;soybeans;ARS;36000
2021-11-18;sorghum;ARS;18500
2021-11-18;wheat;ARS;24050
2021-11-19;wheat;ARS;24000
2021-11-19;sorghum;ARS;19050
2021-11-19;sunflower;ARS;47500
2021-11-19;corn;ARS;20500
2021-11-19;soybeans;ARS;36100
2021-11-23;soybeans;ARS;36000
2021-11-23;wheat;ARS;24000
2021-11-23;sorghum;ARS;19100
2021-11-23;corn;ARS;20600
2021-11-23;sunflower;ARS;47500
2021-11-24;corn;ARS;20850
2021-11-24;soybeans;ARS;35850
2021-11-24;wheat;ARS;24000
2021-11-24;sorghum;ARS;19100
2021-11-24;sunflower;ARS;47500
2021-11-25;sunflower;ARS;47500
2021-11-25;soybeans;ARS;35900
2021-11-25;corn;ARS;21000
2021-11-25;sorghum;ARS;19100
2021-11-25;wheat;ARS;24100
2021-11-26;corn;ARS;21000
2021-11-26;sorghum;ARS;19150
2021-11-26;wheat;ARS;24100
2021-11-26;soybeans;ARS;35350
2021-11-26;sunflower;ARS;47500
2021-11-29;sorghum;ARS;19150
2021-11-29;soybeans;ARS;35300
2021-11-29;sunflower;ARS;47500
2021-11-29;corn;ARS;21000
2021-11-29;wheat;ARS;24300
2021-11-30;sorghum;ARS;19150
2021-11-30;soybeans;ARS;34500
2021-11-30;wheat;ARS;24100
2021-11-30;sunflower;ARS;47400
2021-11-30;corn;ARS;20700
2021-12-01;sunflower;ARS;45500
2021-12-01;corn;ARS;21000
2021-12-01;soybeans;ARS;35100
2021-12-01;sorghum;ARS;19150
2021-12-01;wheat;ARS;24100
2021-12-02;corn;ARS;21200
2021-12-02;sunflower;ARS;45500
2021-12-02;soybeans;ARS;35500
2021-12-02;wheat;ARS;24200
2021-12-02;sorghum;ARS;19250
2021-12-03;soybeans;ARS;36050
2021-12-03;wheat;ARS;24500
2021-12-03;corn;ARS;21300
2021-12-03;sunflower;ARS;46000
2021-12-03;sorghum;ARS;19250
2021-12-06;sorghum;ARS;19300
2021-12-06;corn;ARS;21400
2021-12-06;wheat;ARS;24500
2021-12-06;soybeans;ARS;35900
2021-12-06;sunflower;ARS;47500
2021-12-07;sunflower;ARS;47800
2021-12-07;corn;ARS;21450
2021-12-07;soybeans;ARS;36000
2021-12-07;sorghum;ARS;19300
2021-12-07;wheat;ARS;24600
2021-12-09;sunflower;ARS;47800
2021-12-09;corn;ARS;21800
2021-12-09;sorghum;ARS;19300
2021-12-09;soybeans;ARS;36000
2021-12-09;wheat;ARS;24700
2021-12-13;corn;ARS;22200
2021-12-13;sunflower;ARS;48000
2021-12-13;soybeans;ARS;36100
2021-12-13;sorghum;ARS;19900
2021-12-13;wheat;ARS;24800
2021-12-14;sunflower;ARS;48000
2021-12-14;corn;ARS;22300
2021-12-14;soybeans;ARS;36650
2021-12-14;sorghum;ARS;19900
2021-12-14;wheat;ARS;24800
2021-12-15;corn;ARS;22200
2021-12-15;sunflower;ARS;48000
2021-12-15;soybeans;ARS;36600
2021-12-15;wheat;ARS;24500
2021-12-15;sorghum;ARS;19900
2021-12-16;sunflower;ARS;48000
2021-12-16;corn;ARS;22400
2021-12-16;soybeans;ARS;37100
2021-12-16;sorghum;ARS;19900
2021-12-16;wheat;ARS;25000
2021-12-17;sunflower;ARS;48000
2021-12-17;corn;ARS;22500
2021-12-17;sorghum;ARS;20400
2021-12-17;soybeans;ARS;37200
2021-12-17;wheat;ARS;25000
2021-12-20;sunflower;ARS;48000
2021-12-20;corn;ARS;22500
2021-12-20;soybeans;ARS;37200
2021-12-20;sorghum;ARS;20400
2021-12-20;wheat;ARS;25000
2021-12-21;corn;ARS;23000
2021-12-21;sunflower;ARS;46000
2021-12-21;soybeans;ARS;37600
2021-12-21;wheat;ARS;25400
2021-12-21;sorghum;ARS;20400
2021-12-22;sunflower;ARS;46000
2021-12-22;corn;ARS;23200
2021-12-22;sorghum;ARS;20400
2021-12-22;soybeans;ARS;37800
2021-12-22;wheat;ARS;25400
2021-12-23;corn;ARS;23000
2021-12-23;sunflower;ARS;46000
2021-12-23;soybeans;ARS;38000
2021-12-23;wheat;ARS;25200
2021-12-23;sorghum;ARS;20400
2021-12-27;soybeans;ARS;38700
2021-12-27;sunflower;ARS;45000
2021-12-27;sorghum;ARS;20500
2021-12-27;wheat;ARS;25500
2021-12-27;corn;ARS;23000
2021-12-28;wheat;ARS;25500
2021-12-28;soybeans;ARS;39000
2021-12-28;corn;ARS;23300
2021-12-28;sorghum;ARS;20500
2021-12-28;sunflower;ARS;45200
2021-12-29;soybeans;ARS;39000
2021-12-29;sorghum;ARS;20500
2021-12-29;corn;ARS;23200
2021-12-29;wheat;ARS;25000
2021-12-29;sunflower;ARS;45200
2021-12-30;sorghum;ARS;20500
2021-12-30;wheat;ARS;24700
2021-12-30;sunflower;ARS;45300
2021-12-30;corn;ARS;23100
2021-12-30;soybeans;ARS;38450
2022-01-03;corn;ARS;23000
2022-01-03;sunflower;ARS;45400
2022-01-03;soybeans;ARS;38500
2022-01-03;sorghum;ARS;20600
2022-01-03;wheat;ARS;24500
2022-01-04;sunflower;ARS;46000
2022-01-04;corn;ARS;23200
2022-01-04;soybeans;ARS;39100
2022-01-04;sorghum;ARS;20650
2022-01-04;wheat;ARS;24500
2022-01-05;corn;ARS;23700
2022-01-05;sunflower;ARS;46500
2022-01-05;soybeans;ARS;39300
2022-01-05;wheat;ARS;24500
2022-01-05;sorghum;ARS;20700
2022-01-06;sunflower;ARS;46500
2022-01-06;corn;ARS;23400
2022-01-06;soybeans;ARS;39400
2022-01-06;sorghum;ARS;20700
2022-01-06;wheat;ARS;24550
2022-01-07;corn;ARS;23700
2022-01-07;soybeans;ARS;40200
2022-01-07;wheat;ARS;24600
2022-01-07;sorghum;ARS;20700
2022-01-07;sunflower;ARS;49500
2022-01-10;sunflower;ARS;50620
2022-01-10;soybeans;ARS;39900
2022-01-10;wheat;ARS;24650
2022-01-10;corn;ARS;23800
2022-01-10;sorghum;ARS;20750
2022-01-11;sunflower;ARS;50650
2022-01-11;corn;ARS;23900
2022-01-11;soybeans;ARS;40150
2022-01-11;sorghum;ARS;21190
2022-01-11;wheat;ARS;24950
2022-01-12;corn;ARS;24000
2022-01-12;sunflower;ARS;50650
2022-01-12;soybeans;ARS;40400
2022-01-12;wheat;ARS;24950
2022-01-12;sorghum;ARS;21210
2022-01-13;sunflower;ARS;50650
2022-01-13;corn;ARS;24100
2022-01-13;sorghum;ARS;21350
2022-01-13;soybeans;ARS;40000
2022-01-13;wheat;ARS;24950
2022-01-14;corn;ARS;24200
2022-01-14;sunflower;ARS;50650
2022-01-14;soybeans;ARS;40450
2022-01-14;wheat;ARS;24800
2022-01-14;sorghum;ARS;21350
2022-01-17;corn;ARS;24200
2022-01-17;sunflower;ARS;50400
2022-01-17;soybeans;ARS;40300
2022-01-17;sorghum;ARS;21500
2022-01-17;wheat;ARS;24800
2022-01-18;corn;ARS;24100
2022-01-18;sunflower;ARS;50400
2022-01-18;soybeans;ARS;40500
2022-01-18;wheat;ARS;24700
2022-01-18;sorghum;ARS;21650
2022-01-19;sunflower;ARS;50400
2022-01-19;corn;ARS;24150
2022-01-19;soybeans;ARS;41100
2022-01-19;sorghum;ARS;21800
2022-01-19;wheat;ARS;24900
2022-01-20;corn;ARS;24300
2022-01-20;soybeans;ARS;41650
2022-01-20;wheat;ARS;25100
2022-01-20;sunflower;ARS;50000
2022-01-20;sorghum;ARS;21800
2022-01-21;sorghum;ARS;22050
2022-01-21;sunflower;ARS;50000
2022-01-21;wheat;ARS;25100
2022-01-21;corn;ARS;24300
2022-01-21;soybeans;ARS;41200
2022-01-24;sorghum;ARS;22050
2022-01-24;soybeans;ARS;40500
2022-01-24;corn;ARS;24300
2022-01-24;sunflower;ARS;50000
2022-01-24;wheat;ARS;25400
2022-01-25;sunflower;ARS;51000
2022-01-25;soybeans;ARS;40200
2022-01-25;sorghum;ARS;22050
2022-01-25;corn;ARS;24300
2022-01-25;wheat;ARS;25800
2022-01-27;sunflower;ARS;51700
2022-01-27;wheat;ARS;25600
2022-01-27;corn;ARS;24600
2022-01-27;sorghum;ARS;22200
2022-01-27;soybeans;ARS;41300
2022-01-28;wheat;ARS;26000
2022-01-28;soybeans;ARS;41900
2022-01-28;sorghum;ARS;22400
2022-01-28;corn;ARS;24700
2022-01-28;sunflower;ARS;52000
2022-01-31;corn;ARS;24700
2022-01-31;soybeans;ARS;42000
2022-01-31;wheat;ARS;25700
2022-01-31;sorghum;ARS;22400
2022-01-31;sunflower;ARS;52000
2022-02-01;corn;ARS;25000
2022-02-01;sunflower;ARS;52000
2022-02-01;soybeans;ARS;42700
2022-02-01;sorghum;ARS;22800
2022-02-01;wheat;ARS;25700
2022-02-02;corn;ARS;25000
2022-02-02;sunflower;ARS;52650
2022-02-02;soybeans;ARS;42700
2022-02-02;wheat;ARS;25700
2022-02-02;sorghum;ARS;22850
2022-02-03;sunflower;ARS;52700
2022-02-03;soybeans;ARS;42900
2022-02-03;sorghum;ARS;22900
2022-02-03;wheat;ARS;25600
2022-02-03;corn;ARS;25000
2022-02-04;soybeans;ARS;43350
2022-02-04;corn;ARS;25050
2022-02-04;sunflower;ARS;54150
2022-02-04;wheat;ARS;25600
2022-02-04;sorghum;ARS;22900
2022-02-07;corn;ARS;25300
2022-02-07;sunflower;ARS;54150
2022-02-07;soybeans;ARS;44000
2022-02-07;sorghum;ARS;23200
2022-02-07;wheat;ARS;25700
2022-02-08;soybeans;ARS;43800
2022-02-08;sunflower;ARS;53700
2022-02-08;wheat;ARS;25700
2022-02-08;sorghum;ARS;23250
2022-02-08;corn;ARS;25350
2022-02-09;sorghum;ARS;23300
2022-02-09;corn;ARS;25450
2022-02-09;soybeans;ARS;44400
2022-02-09;sunflower;ARS;53700
2022-02-09;wheat;ARS;25700
2022-02-10;corn;ARS;25700
2022-02-10;wheat;ARS;26000
2022-02-10;sorghum;ARS;23350
2022-02-10;sunflower;ARS;53700
2022-02-10;soybeans;ARS;45500
2022-02-11;corn;ARS;25700
2022-02-11;sunflower;ARS;53700
2022-02-11;soybeans;ARS;45100
2022-02-11;wheat;ARS;26000
2022-02-11;sorghum;ARS;23400
2022-02-14;sunflower;ARS;53700
2022-02-14;corn;ARS;25500
2022-02-14;sorghum;ARS;23400
2022-02-14;soybeans;ARS;45000
2022-02-14;wheat;ARS;26100
2022-02-15;corn;ARS;25500
2022-02-15;sunflower;ARS;53700
2022-02-15;soybeans;ARS;45000
2022-02-15;wheat;ARS;26400
2022-02-15;sorghum;ARS;23400
2022-02-16;sorghum;ARS;23400
2022-02-16;corn;ARS;25530
2022-02-16;wheat;ARS;26400
2022-02-16;sunflower;ARS;53700
2022-02-16;soybeans;ARS;45750
2022-02-17;soybeans;ARS;45800
2022-02-17;corn;ARS;25600
2022-02-17;sunflower;ARS;53700
2022-02-17;wheat;ARS;26400
2022-02-17;sorghum;ARS;23500
2022-02-18;sunflower;ARS;53700
2022-02-18;corn;ARS;26100
2022-02-18;soybeans;ARS;46100
2022-02-18;sorghum;ARS;23500
2022-02-18;wheat;ARS;26500
2022-02-21;corn;ARS;26200
2022-02-21;sunflower;ARS;53700
2022-02-21;soybeans;ARS;46000
2022-02-21;sorghum;ARS;23500
2022-02-21;wheat;ARS;26500
2022-02-22;corn;ARS;26750
2022-02-22;sunflower;ARS;54500
2022-02-22;soybeans;ARS;46750
2022-02-22;wheat;ARS;27000
2022-02-22;sorghum;ARS;23600
2022-02-23;sunflower;ARS;54600
2022-02-23;corn;ARS;26900
2022-02-23;sorghum;ARS;23600
2022-02-23;soybeans;ARS;47800
2022-02-23;wheat;ARS;28000
2022-02-24;wheat;ARS;30300
2022-02-24;sunflower;ARS;55700
2022-02-24;corn;ARS;27900
2022-02-24;soybeans;ARS;48200
2022-02-24;sorghum;ARS;24200
2022-02-25;sunflower;ARS;57800
2022-02-25;corn;ARS;26400
2022-02-25;wheat;ARS;29800
2022-02-25;sorghum;ARS;24200
2022-02-25;soybeans;ARS;47200
2022-03-02;wheat;ARS;33000
2022-03-02;sunflower;ARS;60400
2022-03-02;corn;ARS;29650
2022-03-02;soybeans;ARS;50000
2022-03-02;sorghum;ARS;24800
2022-03-03;corn;ARS;32000
2022-03-03;wheat;ARS;34500
2022-03-03;sorghum;ARS;25400
2022-03-03;soybeans;ARS;50750
2022-03-03;sunflower;ARS;63000
2022-03-04;sorghum;ARS;25400
2022-03-04;corn;ARS;32500
2022-03-04;soybeans;ARS;51000
2022-03-04;wheat;ARS;35300
2022-03-04;sunflower;ARS;64550
2022-03-07;wheat;ARS;35300
2022-03-07;corn;ARS;31700
2022-03-07;sorghum;ARS;26000
2022-03-07;soybeans;ARS;51500
2022-03-07;sunflower;ARS;67200
2022-03-08;sorghum;ARS;27000
2022-03-08;wheat;ARS;35700
2022-03-08;soybeans;ARS;53100
2022-03-08;corn;ARS;32600
2022-03-08;sunflower;ARS;70500
2022-03-09;wheat;ARS;35800
2022-03-09;soybeans;ARS;54250
2022-03-09;sunflower;ARS;71500
2022-03-09;corn;ARS;32600
2022-03-09;sorghum;ARS;27100
2022-03-10;wheat;ARS;36100
2022-03-10;sunflower;ARS;76000
2022-03-10;corn;ARS;33400
2022-03-10;soybeans;ARS;54500
2022-03-10;sorghum;ARS;27500
2022-03-14;sunflower;ARS;78500
2022-03-14;corn;ARS;31800
2022-03-14;soybeans;ARS;52300
2022-03-14;sorghum;ARS;28300
2022-03-14;wheat;ARS;35100
2022-03-15;sunflower;ARS;78500
2022-03-15;corn;ARS;31800
2022-03-15;soybeans;ARS;51300
2022-03-15;sorghum;ARS;28400
2022-03-15;wheat;ARS;35000
2022-03-16;corn;ARS;30600
2022-03-16;sunflower;ARS;78500
2022-03-16;soybeans;ARS;50250
2022-03-16;wheat;ARS;33600
2022-03-16;sorghum;ARS;28400
2022-03-17;sunflower;ARS;68000
2022-03-17;corn;ARS;30700
2022-03-17;soybeans;ARS;50000
2022-03-17;sorghum;ARS;28000
2022-03-17;wheat;ARS;33200
2022-03-18;sunflower;ARS;66000
2022-03-18;corn;ARS;29800
2022-03-18;sorghum;ARS;28000
2022-03-18;soybeans;ARS;48200
2022-03-18;wheat;ARS;33200
2022-03-21;sorghum;ARS;28100
2022-03-21;corn;ARS;29800
2022-03-21;soybeans;ARS;49000
2022-03-21;wheat;ARS;34200
2022-03-21;sunflower;ARS;63500
2022-03-22;sunflower;ARS;62500
2022-03-22;corn;ARS;29800
2022-03-22;soybeans;ARS;49500
2022-03-22;sorghum;ARS;28100
2022-03-22;wheat;ARS;35000
2022-03-23;corn;ARS;29300
2022-03-23;sunflower;ARS;62500
2022-03-23;soybeans;ARS;50300
2022-03-23;wheat;ARS;34900
2022-03-23;sorghum;ARS;28100
2022-03-25;sunflower;ARS;66650
2022-03-25;corn;ARS;29000
2022-03-25;sorghum;ARS;28100
2022-03-25;soybeans;ARS;50800
2022-03-25;wheat;ARS;35300
2022-03-28;sunflower;ARS;66200
2022-03-29;wheat;ARS;33300
2022-03-29;soybeans;ARS;47130
2022-03-29;corn;ARS;27700
2022-03-29;sorghum;ARS;25500
2022-03-29;sunflower;ARS;64100
2022-03-30;corn;ARS;27900
2022-03-30;sunflower;ARS;63500
2022-03-30;soybeans;ARS;47820
2022-03-30;wheat;ARS;34500
2022-03-30;sorghum;ARS;25500
2022-03-31;sunflower;ARS;63500
2022-03-31;corn;ARS;28100
2022-03-31;wheat;ARS;34500
2022-03-31;soybeans;ARS;46900
2022-03-31;sorghum;ARS;25500
2022-04-01;sorghum;ARS;25600
2022-04-01;wheat;ARS;34600
2022-04-01;sunflower;ARS;64000
2022-04-01;corn;ARS;27900
2022-04-01;soybeans;ARS;46250
2022-04-04;sorghum;ARS;25600
2022-04-04;corn;ARS;28350
2022-04-04;soybeans;ARS;47350
2022-04-04;wheat;ARS;35100
2022-04-04;sunflower;ARS;64000
2022-04-05;corn;ARS;29000
2022-04-05;sunflower;ARS;65300
2022-04-05;sorghum;ARS;26000
2022-04-05;soybeans;ARS;47800
2022-04-05;wheat;ARS;35700
2022-04-06;corn;ARS;29100
2022-04-06;sunflower;ARS;65300
2022-04-06;soybeans;ARS;47500
2022-04-06;wheat;ARS;35800
2022-04-06;sorghum;ARS;26000
2022-04-07;sunflower;ARS;65500
2022-04-07;corn;ARS;29100
2022-04-07;soybeans;ARS;48300
2022-04-07;sorghum;ARS;26000
2022-04-07;wheat;ARS;36400
2022-04-08;sunflower;ARS;66100
2022-04-08;corn;ARS;29800
2022-04-08;sorghum;ARS;26400
2022-04-08;soybeans;ARS;49000
2022-04-08;wheat;ARS;37100
2022-04-11;soybeans;ARS;48600
2022-04-11;sorghum;ARS;26600
2022-04-11;corn;ARS;29300
2022-04-11;sunflower;ARS;66700
2022-04-11;wheat;ARS;37800
2022-04-12;sunflower;ARS;66900
2022-04-12;soybeans;ARS;49500
2022-04-12;corn;ARS;29500
2022-04-12;wheat;ARS;38400
2022-04-12;sorghum;ARS;27000
2022-04-13;corn;ARS;29500
